2009-02-04	1
2009-02-05	0
2009-02-06	1
2009-02-07	0
2009-02-08	1
2009-02-09	2
2009-02-10	1
2009-02-11	1
2009-02-12	1
2009-02-13	1
2009-02-14	4
2009-02-15	2
2009-02-16	4
2009-02-17	1
2009-02-18	0
2009-02-19	0
2009-02-20	0
2009-02-21	0
2009-02-22	0
2009-02-23	1
2009-02-24	9
2009-02-25	6
2009-02-26	6
2009-02-27	2
2009-02-28	0
2009-03-01	0
2009-03-02	2
2009-03-03	4
2009-03-04	1
2009-03-05	0
2009-03-06	0
2009-03-07	0
2009-03-08	0
2009-03-09	0
2009-03-10	0
2009-03-11	0
2009-03-12	0
2009-03-13	0
2009-03-14	0
2009-03-15	0
2009-03-16	0
2009-03-17	0
2009-03-18	0
2009-03-19	0
2009-03-20	1
2009-03-21	0
2009-03-22	0
2009-03-23	0
2009-03-24	0
2009-03-25	0
2009-03-26	0
2009-03-27	0
2009-03-28	0
2009-03-29	1
