2008-11-30	-0.1
2008-12-03	-0.006875
2008-12-10	0.214285714286
2008-12-21	0.0
2008-12-31	0.0909090909091
2009-01-06	-0.0666666666667
2009-01-07	-0.315789473684
2009-01-09	-0.199983545951
2009-01-11	0.0
2009-01-15	0.226851851852
2009-01-20	0.0625
2009-01-21	0.0
2009-01-22	0.0952380952381
2009-02-02	0.235294117647
2009-02-09	-0.35
2009-02-16	0.5
2009-04-13	0.087795222759
2009-04-14	0.0935844458572
2009-04-22	-0.25
2009-05-18	0.0588235294118
2009-05-20	0.0672268907563
2009-05-22	0.0
2009-05-26	0.2
2009-05-27	0.0
2009-06-01	-0.0972222222222
2009-06-09	-0.2
2009-06-17	0.0
2009-06-22	0.0
2009-06-23	-0.217391304348
2009-06-24	0.01
2009-06-25	0.0
2009-06-26	0.0
2009-06-29	-0.1875
2009-07-03	0.0555555555556
2009-07-04	0.15
2009-07-06	0.0454545454545
2009-07-07	0.0714285714286
2009-07-15	0.0625
2009-08-19	0.0
2009-08-22	0.0
2009-08-30	-0.0559894546054
2009-09-03	0.0833333333333
2009-09-04	0.0462537443209
2009-09-05	0.0
2009-09-08	-0.00694444444444
2009-09-09	0.0588235294118
2009-09-10	0.0625
2009-09-11	0.222222222222
2009-09-18	0.0
2010-04-19	-0.0681000294046
2010-04-21	0.0666666666667
2010-04-22	-0.0711538461538
2010-04-23	0.0524559783614
2010-04-26	0.231108059392
2010-04-27	0.0949184109826
2010-04-28	0.0833333333333
2010-04-29	0.0907372400756
2010-04-30	-0.0871212121212
